INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,X,Y
I182062801,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,8/7/18,2018,8,Tuesday,23,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I182061442,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,8/3/18,2018,8,Friday,13,Part Two,MONSIGNOR DENNIS F O'CALL,42.32476,-71.0534
I182061038,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,8/2/18,2018,8,Thursday,10,Part Two,HUNTINGTON AVE,42.33593,-71.10032
I182055240,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,7/13/18,2018,7,Friday,18,Part Two,WASHINGTON ST,42.28916,-71.12522
I182055063,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,7/13/18,2018,7,Friday,8,Part Two,LAWRENCE AVE,42.31116,-71.07548
I182055050,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,7/13/18,2018,7,Friday,4,Part Two,LAWRENCE AVE,42.31116,-71.07548
I182051886,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,7/2/18,2018,7,Monday,12,Part Two,EVERTON ST,42.30481,-71.07218
I182051105,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,6/29/18,2018,6,Friday,16,Part Two,MICHIGAN AVE,42.30251,-71.08329
I182050458,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,6/27/18,2018,6,Wednesday,16,Part Two,BRADLEE ST,42.27162,-71.11807
I182048839,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,6/22/18,2018,6,Friday,16,Part Two,MASSACHUSETTS AVE,42.32734,-71.06732
I182048603,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,6/21/18,2018,6,Thursday,19,Part Two,HOWE TER,42.31051,-71.06506
I182046335,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,6/14/18,2018,6,Thursday,16,Part Two,DECKARD ST,42.31588,-71.08511
I182043378,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,6/5/18,2018,6,Tuesday,13,Part Two,WASHINGTON ST,42.28248,-71.13239
I182036051,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,5/12/18,2018,5,Saturday,11,Part Two,COREY RD,42.34373,-71.13876
I182033912,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,5/5/18,2018,5,Saturday,11,Part Two,WHITE ST,42.38053,-71.0351
I182030697,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,4/24/18,2018,4,Tuesday,16,Part Two,ATLANTIC AVE,42.35043,-71.05662
I182028075,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,4/15/18,2018,4,Sunday,0,Part Two,HOWLAND ST,42.31118,-71.08311
I182027415,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A15,,4/12/18,2018,4,Thursday,20,Part Two,TUFTS ST,42.37798,-71.0569
I182026947,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,4/11/18,2018,4,Wednesday,10,Part Two,GENEVA AVE,42.30575,-71.0778
I182020738,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,3/19/18,2018,3,Monday,18,Part Two,GEORGE R. VISCONTI RD,42.37369,-71.03612
I182019497,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,3/15/18,2018,3,Thursday,10,Part Two,NORTON ST,42.24398,-71.13831
I182019492,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,3/15/18,2018,3,Thursday,10,Part Two,EDSON TER,42.24261,-71.13818
I182018125,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,3/9/18,2018,3,Friday,17,Part Two,CORTES ST,42.34828,-71.07039
I182018093,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,3/9/18,2018,3,Friday,17,Part Two,BROOKS ST,42.37577,-71.03196
I182017041,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,3/5/18,2018,3,Monday,17,Part Two,BLAGDEN ST,42.34869,-71.07909
I182015238,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,2/27/18,2018,2,Tuesday,4,Part Two,ARLINGTON ST,42.25978,-71.11623
I182012484,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A15,,2/16/18,2018,2,Friday,16,Part Two,WALFORD WAY,42.37851,-71.05818
I182012297,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,2/15/18,2018,2,Thursday,21,Part Two,RIVER ST,42.27133,-71.083
I182011842,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,2/14/18,2018,2,Wednesday,11,Part Two,MEADOWBANK AVE,42.27134,-71.08143
I182011841,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,2/14/18,2018,2,Wednesday,12,Part Two,COLUMBUS AVE,42.31441,-71.09671
I182010217,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,2/8/18,2018,2,Thursday,6,Part Two,WALNUT PARK,42.31534,-71.09585
I182010214,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,2/8/18,2018,2,Thursday,6,Part Two,DEWEY ST,42.31652,-71.07529
I182010213,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,2/8/18,2018,2,Thursday,6,Part Two,KEVIN RD,42.31669,-71.0621
I182010211,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,2/8/18,2018,2,Thursday,6,Part Two,TROTTER CT,42.33597,-71.0813
I182009914,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,2/6/18,2018,2,Tuesday,21,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I182008566,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,2/1/18,2018,2,Thursday,21,Part Two,BRUCE ST,42.28795,-71.05984
I182008439,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,2/1/18,2018,2,Thursday,13,Part Two,VASSAR ST,42.30085,-71.07596
I182007658,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,1/29/18,2018,1,Monday,15,Part Two,MCLELLAN ST,42.29946,-71.0836
I182003435,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,1/13/18,2018,1,Saturday,15,Part Two,CALDER ST,42.2971,-71.08808
I182003419,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,1/13/18,2018,1,Saturday,13,Part Two,CALDER ST,42.2971,-71.08808
I182002838,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,1/11/18,2018,1,Thursday,17,Part Two,ARMINGTON ST,42.35229,-71.13871
I182001892,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,1/8/18,2018,1,Monday,17,Part Two,FREEPORT ST,42.29008,-71.04843
I182000641,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,1/3/18,2018,1,Wednesday,13,Part Two,DALE ST,42.32075,-71.0818
I172107053,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,12/29/17,2017,12,Friday,8,Part Two,HECLA ST,42.30682,-71.0603
I172106523,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,12/26/17,2017,12,Tuesday,21,Part Two,DORCHESTER AVE,42.3264,-71.05688
I172105231,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,12/21/17,2017,12,Thursday,7,Part Two,FANEUIL ST,42.35555,-71.15275
I172104847,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,12/19/17,2017,12,Tuesday,19,Part Two,MILTON AVE,42.28713,-71.07885
I172102856,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,12/9/17,2017,12,Saturday,0,Part Two,BRUNSWICK ST,42.3109,-71.08008
I172099896,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,12/1/17,2017,12,Friday,19,Part Two,BEETHOVEN ST,42.31512,-71.09897
I172099748,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,12/1/17,2017,12,Friday,9,Part Two,COLUMBUS AVE,42.31771,-71.09836
I172099694,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,12/1/17,2017,12,Friday,9,Part Two,COLUMBUS AVE,42.31771,-71.09836
I172099557,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,11/30/17,2017,11,Thursday,18,Part Two,SUPPLE RD,42.30565,-71.08187
I172099556,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,11/30/17,2017,11,Thursday,18,Part Two,WASHINGTON ST,42.28783,-71.07119
I172096848,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,,,11/20/17,2017,11,Monday,13,Part Two,,42.35065,-71.11096
I172092163,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,8/3/18,2018,8,Friday,21,Part Two,CORINNE RD,42.35575,-71.1599
I172091705,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,11/2/17,2017,11,Thursday,13,Part Two,COLUMBIA RD,42.3152,-71.06678
I172090859,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,10/30/17,2017,10,Monday,19,Part Two,CRESTON ST,42.31163,-71.07793
I172089475,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,10/26/17,2017,10,Thursday,10,Part Two,NORFOLK AVE,42.32588,-71.07025
I172087983,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,10/21/17,2017,10,Saturday,13,Part Two,WASHINGTON ST,42.34906,-71.1505
I172086625,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,10/17/17,2017,10,Tuesday,10,Part Two,CARRUTH ST,42.28305,-71.06051
I172084523,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,10/10/17,2017,10,Tuesday,13,Part Two,NORFOLK ST,42.28635,-71.07955
I172083270,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,10/6/17,2017,10,Friday,7,Part Two,OXFORD ST,42.35193,-71.06049
I172078294,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,9/20/17,2017,9,Wednesday,15,Part Two,SUMMER ST,42.35546,-71.06052
I172075472,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,9/11/17,2017,9,Monday,16,Part Two,BIRCHWOOD ST,42.25833,-71.15771
I172074469,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,9/8/17,2017,9,Friday,12,Part Two,GENEVA AVE,42.29849,-71.06313
I172074227,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,9/7/17,2017,9,Thursday,16,Part Two,BENNINGTON ST,42.38111,-71.0226
I172071380,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,8/29/17,2017,8,Tuesday,5,Part Two,W SELDEN ST,42.27967,-71.08381
I172071320,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,8/28/17,2017,8,Monday,19,Part Two,BLUE HILL AVE,42.32361,-71.07617
I172067863,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,8/17/17,2017,8,Thursday,16,Part Two,FAIRBANKS ST,42.35241,-71.16291
I172066723,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,8/14/17,2017,8,Monday,9,Part Two,E EIGHTH ST,42.33217,-71.05004
I172063548,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,8/4/17,2017,8,Friday,9,Part Two,GIBSON ST,42.29756,-71.05971
I172062553,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,8/1/17,2017,8,Tuesday,13,Part Two,BANTON ST,42.28865,-71.06416
I172059217,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,7/21/17,2017,7,Friday,16,Part Two,BENNINGTON ST,42.37843,-71.0294
I172050284,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,6/23/17,2017,6,Friday,8,Part Two,COMMONWEALTH AVE,42.35034,-71.13038
I172048288,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,6/16/17,2017,6,Friday,16,Part Two,INTERVALE ST,42.31018,-71.07651
I172048258,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,6/16/17,2017,6,Friday,16,Part Two,INTERVALE ST,42.31018,-71.07651
I172047970,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A15,,6/16/17,2017,6,Friday,16,Part Two,SAMUEL MORSE WAY,42.37773,-71.05551
I172046534,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,6/11/17,2017,6,Sunday,19,Part Two,WASHINGTON ST,42.29132,-71.0717
I172046195,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A15,,6/10/17,2017,6,Saturday,17,Part Two,WARREN ST,42.32823,-71.08329
I172045354,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,6/8/17,2017,6,Thursday,0,Part Two,WESTLAND AVE,42.34356,-71.08734
I172044023,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,6/3/17,2017,6,Saturday,14,Part Two,PARIS ST,42.37082,-71.03929
I172039596,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,6/4/18,2018,6,Monday,12,Part Two,RIVER ST,42.26957,-71.09075
I172038951,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,5/17/17,2017,5,Wednesday,18,Part Two,CAMBRIDGE ST,42.35826,-71.1256
I172037669,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,5/13/17,2017,5,Saturday,16,Part Two,CENTRE ST,42.28747,-71.1516
I172036157,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,5/8/17,2017,5,Monday,13,Part Two,COMMERCIAL ST,42.36663,-71.05164
I172035230,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,5/5/17,2017,5,Friday,8,Part Two,HUMBOLDT AVE,42.31283,-71.08975
I172030895,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,4/20/17,2017,4,Thursday,17,Part Two,HYDE PARK AVE,42.27205,-71.12015
I172030894,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,4/20/17,2017,4,Thursday,17,Part Two,LINCOLN ST,42.25952,-71.12156
I172030284,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,4/18/17,2017,4,Tuesday,17,Part Two,BREMEN ST,42.36971,-71.03793
I172029298,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,4/15/17,2017,4,Saturday,6,Part Two,WESTMINSTER ST,42.264,-71.11928
I172027398,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,4/8/17,2017,4,Saturday,18,Part Two,ALBANO ST,42.28343,-71.13137
I172026990,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,4/7/17,2017,4,Friday,12,Part Two,MERIDIAN ST,42.37594,-71.03912
I172026963,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,4/7/17,2017,4,Friday,10,Part Two,MERIDIAN ST,42.37594,-71.03912
I172026667,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,4/6/17,2017,4,Thursday,8,Part Two,CLARE AVE,42.2736,-71.11897
I172025164,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,3/31/17,2017,3,Friday,17,Part Two,BLUE HILL AVE,42.28483,-71.09137
I172025094,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,,3/31/17,2017,3,Friday,18,Part Two,TOPALIAN ST,42.2656,-71.09713
I172024875,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,3/31/17,2017,3,Friday,7,Part Two,CABOT ST,42.33338,-71.08745
I172024610,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,3/30/17,2017,3,Thursday,10,Part Two,GREENOCK ST,42.29042,-71.09049
I172024592,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,3/30/17,2017,3,Thursday,9,Part Two,WAVERLY ST,42.32133,-71.08106
I172023778,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A15,,3/27/17,2017,3,Monday,13,Part Two,BUNKER HILL ST,42.37836,-71.06079
I172023654,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,3/27/17,2017,3,Monday,2,Part Two,RUTHVEN ST,42.31302,-71.09074
I172021824,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,3/20/17,2017,3,Monday,17,Part Two,WALDECK ST,42.29882,-71.0657
I172020225,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,3/15/17,2017,3,Wednesday,9,Part Two,S MUNROE TER,42.29214,-71.05202
I172018714,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,3/9/17,2017,3,Thursday,11,Part Two,HANCOCK ST,42.30855,-71.05875
I172015099,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,2/24/17,2017,2,Friday,15,Part Two,FERNDALE ST,42.28887,-71.07738
I172014498,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,2/22/17,2017,2,Wednesday,15,Part Two,SEAVER ST,42.30716,-71.08824
I172008178,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,1/30/17,2017,1,Monday,14,Part Two,MORTON ST,42.2856,-71.09317
I172007082,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,1/26/17,2017,1,Thursday,19,Part Two,BOYLSTON ST,42.34862,-71.08278
I172005069,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,1/19/17,2017,1,Thursday,19,Part Two,MASSACHUSETTS AVE,42.32856,-71.06835
I162104555,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,12/24/16,2016,12,Saturday,0,Part Two,STANHOPE ST,42.34869,-71.07258
I162102020,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E13,,12/15/16,2016,12,Thursday,6,Part Two,HYDE PARK AVE,42.29323,-71.11766
I162102011,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,12/15/16,2016,12,Thursday,6,Part Two,DEVON ST,42.30928,-71.07869
I162096641,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,11/26/16,2016,11,Saturday,16,Part Two,BRENTWOOD ST,42.36012,-71.13279
I162088009,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,10/27/16,2016,10,Thursday,12,Part Two,MEADOWBANK AVE,42.27056,-71.08138
I162085129,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,10/17/16,2016,10,Monday,18,Part Two,CENTRE ST,42.27262,-71.16109
I162083816,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,10/13/16,2016,10,Thursday,9,Part Two,RUTHVEN ST,42.31355,-71.09179
I162080953,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,10/3/16,2016,10,Monday,15,Part Two,CLARKSON ST,42.3083,-71.06748
I162077599,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,9/22/16,2016,9,Thursday,16,Part Two,SOUTH ST,42.28719,-71.12955
I162075710,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,9/16/16,2016,9,Friday,16,Part Two,KENBERMA RD,42.29574,-71.07323
I162073169,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,9/8/16,2016,9,Thursday,12,Part Two,FAIRMOUNT ST,42.28105,-71.07206
I162071930,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,9/3/16,2016,9,Saturday,18,Part Two,GURNEY ST,42.3328,-71.09639
I162068850,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,8/24/16,2016,8,Wednesday,18,Part Two,LUCERNE ST,42.28525,-71.08905
I162068818,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,8/24/16,2016,8,Wednesday,19,Part Two,DEERING RD,42.28414,-71.09305
I162064635,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,8/11/16,2016,8,Thursday,16,Part Two,NEW SUDBURY ST,42.36184,-71.05976
I162063074,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A1,,8/6/16,2016,8,Saturday,12,Part Two,STUART ST,42.35107,-71.0655
I162062858,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,8/5/16,2016,8,Friday,17,Part Two,ALBANO ST,42.28343,-71.13137
I162062683,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,8/5/16,2016,8,Friday,4,Part Two,HIGHLAND ST,42.32726,-71.09274
I162061697,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,8/1/16,2016,8,Monday,20,Part Two,CLARENDON ST,42.34855,-71.07417
I162059287,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,7/25/16,2016,7,Monday,11,Part Two,CORWIN ST,42.30227,-71.06229
I162044722,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,6/7/16,2016,6,Tuesday,4,Part Two,LARCHMONT ST,42.29703,-71.06861
I162041247,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,5/26/16,2016,5,Thursday,16,Part Two,SCHROEDER PLZ,42.33368,-71.09188
I162040537,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,5/24/16,2016,5,Tuesday,12,Part Two,BLUE HILL AVE,42.26817,-71.09388
I162039285,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,5/20/16,2016,5,Friday,4,Part Two,HANCOCK ST,42.31319,-71.06501
I162038843,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E5,,5/18/16,2016,5,Wednesday,15,Part Two,MARION ST,42.28741,-71.11997
I162036054,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,5/9/16,2016,5,Monday,13,Part Two,RIVER ST,42.27132,-71.08184
I162030606,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,4/20/16,2016,4,Wednesday,12,Part Two,COPELAND ST,42.32195,-71.08138
I162030299,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,4/19/16,2016,4,Tuesday,12,Part Two,DORCHESTER AVE,42.28657,-71.06408
I162027590,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,A7,,4/9/16,2016,4,Saturday,20,Part Two,EVERETT ST,42.36517,-71.02934
I162026961,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B2,,4/7/16,2016,4,Thursday,17,Part Two,DEWITT DR,42.33408,-71.08356
I162024168,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,3/29/16,2016,3,Tuesday,10,Part Two,HOMES AVE,42.30344,-71.06675
I162018795,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,3/10/16,2016,3,Thursday,13,Part Two,HANSBOROUGH ST,42.2881,-71.09153
I162014255,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,B3,,2/23/16,2016,2,Tuesday,1,Part Two,BERNARD ST,42.2951,-71.08052
I162012863,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,2/18/16,2016,2,Thursday,0,Part Two,BAILEY ST,42.2834,-71.07011
I162012080,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C6,,2/15/16,2016,2,Monday,6,Part Two,MONSIGNOR DENNIS F O'CALL,42.32476,-71.0534
I162009705,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D14,,2/5/16,2016,2,Friday,11,Part Two,WINSHIP ST,42.34829,-71.15106
I152102943,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,12/13/15,2015,12,Sunday,18,Part Two,WILLIAM T MORRISSEY BLVD,42.29507,-71.0475
I152101447,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,C11,,12/8/15,2015,12,Tuesday,16,Part Two,HOWES ST,42.31793,-71.05785
I152100750,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,D4,,12/6/15,2015,12,Sunday,10,Part Two,HARRISON AVE,42.33556,-71.07436
